用户,是否看过,五星评分,评论时间,有用数,评论内容
LORENZO 洛伦佐,看过,推荐,2019-04-25 06:48:56,22,全是和解与放下，全是欢笑与泪水。电影因为故事太面面俱到所以不完美甚至有些粗糙，然而依然感谢漫威陪伴的这些年。
jisai!,看过,还行,2019-04-24 07:11:26,48,不是很好看…剧情拖沓，感情戏又臭又长又乱……泪点没有燃点没有就只那几个镜头很好笑…惊奇队长就是个扛飞船的伙夫看不懂她存在的意义。喜欢的英雄还是很可爱的✊
苍海王子,看过,还行,2019-04-24 14:38:32,49,这电影拍得不像是一家大型影视公司的憋了很久的阶段性答卷，反而像一家濒临倒闭的影视公司为了在倒闭前最后一次回馈老客户而强行凑出来的作品。/看完之后瘫在凳子上有种说不出的寂寞， 老人居然全部一下子退场了而不是陆续退场，并且并没有培养出靠谱的接班人，接下来你们打算怎么拍呢？/其实还是可以拆成两部讲得清楚一点。
Dr.Ray,看过,力荐,2019-04-24 03:00:00,51,想要的都给足了。害怕的都没发生/在预料范围内。情怀杀吃到饱。比肩指环王的最后一战。没有遗憾了。铁人粉知足了，MVP送给美队！！
rune1121,看过,还行,2019-04-24 04:32:46,37,给自己十年的情怀买个单，怀念自己打五星时代的漫威，真的对迪斯尼流水线严重审美疲劳，这次还给我带水分的，迪斯尼完美诠释什么叫流量电影，其实这部电影看的重点就是那些明星偶像超英说说话蹦蹦跳跳而已，观众不断告诉自己这是最后看到这个看到那个，祭奠自己的青春，抛开这些真的没有什么亮点，电影并不是很出色，甚至有些无聊，我有时候很羡慕那些流量明星的粉丝，他们一定很幸福，看自己的偶像都是最美的最好的，可惜我做不到了，以后没有美队 钢铁侠 雷神可以轻松告别漫威。
：-）,看过,力荐,2019-04-24 19:02:33,36,妇联在中国死的最晚，复活的最快！ps：今天刚顶着被辞退的风险看完妇联4值了！💯！期待下一个10年！
膠片時代,看过,还行,2019-04-24 20:59:48,34,特效比剧情好看，营销满分，赢得是流量。作为漫威系列的终结篇，评分虚高
判官,看过,力荐,2019-04-24 06:31:51,25,零点场看完急着写稿子语无伦次。本来看前一肚子气，而自己本身只是个伪粉，只想看脸和身材，结果完全超出预期，情怀这俩字永远吃香并且是超级王炸。好多梗我都能get到，你就不得不佩服这个系列作为一种文化现象是多么的成功。我想说不要排斥不要恶意，作为青年一代的精神寄托自然有他的价值点，而这场落幕罗素兄弟非常圆满且妥帖的完成了，复仇者们并不拘泥于纸片人，而是有血有肉有灵魂，否则观众不会又哭又笑又尖叫。很难归于类型片，更像一场盛大的狂欢，既疯狂激情，也黯然柔情，是多面体是大众化，也是当下社会和平行乌托邦，这不正是巴赫金的“狂欢化”吗？再加上前21部的拼贴秀，超英做到这个份上，值了。
影探,看过,力荐,2019-04-24 12:21:35,33,最后还是有彩蛋的，最后logo出现时，有敲打铁器的声音，在我的记忆里，那个声音来自《钢铁侠1》中的那个山洞…最后绯红女巫身后的男孩应该来自《钢铁侠3》…不知道说什么好，过去的11年突然有了更深更复杂的意义，一生能够看到一部这样的电影，很值了。
方立天,看过,较差,2019-04-24 08:10:39,44,预想太高   过分失望   3小时的喜剧片
Lorca,看过,力荐,2019-04-24 03:58:37,47,这次真的全球最早 其他4.24的地区和国家因为零点场和时区等原因 大陆观众将成为最先知道全部剧情的人 给力（4.24看完打卡 精彩绝伦的巅峰史诗 笑点哭点都有 剧情非常棒 零点场气氛极佳 欢呼鼓掌 我爱他
恶魔的步调,看过,力荐,2019-04-24 22:41:49,18,无处不在的告别复调。一个超级英雄概念的完整生命周期。这集里开始的钢铁侠和最后的雷神合体的话，会产生什么超级英雄知道吗？弹簧人贝尔。
懒羊羊的蛋糕,看过,还行,2019-04-25 15:40:17,33,那些出生入死的CP，最后，死的死，肥的肥，剩下的搓堆儿搞BG老婆孩子热炕头，这样一看，死和肥也不失为侥幸
用户,是否看过,五星评分,评论时间,有用数,评论内容
瓜瓜饼饼,看过,很差,2019-04-24 11:22:53,43,原谅我真的不懂，特效确实很牛叉，但是剧情和国产烂片有什么区别。
曼珠沙华,看过,力荐,2019-04-24 00:43:31,36,果然蚁人是是扭转一切的关键，不过怎么看都像个民科
薇羅尼卡,看过,力荐,2019-04-24 20:05:23,19,其中两个镜头哭成狗，看到光圈出现时内心涌起了无数的回忆。十年了，感谢相伴。
猫咪建筑师,看过,力荐,2019-04-24 03:01:54,20,"So long, and thanks for everything."
rivert,看过,很差,2019-04-24 15:40:54,36,一场长达三个小时的大型过家家，最后居然没有彩蛋，害得我白等十分钟。摔！弃剧了
基瑞尔,看过,,2019-04-24 15:57:07,22,大多数的剧情朝着既定已知的方向发展，情绪是真，套路卖情怀也是真；Marvel对Gwyneth真的是亲女儿了，片尾咖位那么后面，而且当中还有一句和Downey的台词是推销影后的那个不知所谓的“Goop”生意，我:??? 最触动的是Peter Parker递给Carol手套那里，数代女性角色得以（接近）全员集结，虽然画面定格不过几秒又略形式，但从最开始的花瓶配置常换常新，到发出声量的惊队等更多，她们同样走过了太多。*To every AWESOME sheroes*
Panda的阴影,看过,力荐,2019-04-24 00:46:12,28,感谢《复仇者联盟3：无限战争》里「星爵」背黑锅打「灭霸」头的那三拳、「雷神」最后没有劈到 「灭霸」的头……所以我们现在能看到《复仇者联盟4：终局之战》。—— 看过N次零点首映，还是第一次看半夜3点15分场次的电影，也算是成就了一次特别的观影经历。—— 前面人物众多、线索庞杂的文戏感觉对冲着看爆米花动作片的路人可能不太友好，但追过漫威电影宇宙系列电影的粉丝（比如一部不落的我）应该会倍感亲切，当《复仇者联盟》《银河护卫队》……等等曾经熟悉的电影桥段画面、演员角色接二连三相继出现时，真是给我一波又一波的惊喜；而在《X战警：逆转未来》式的剧情铺垫后，最终《指环王》感的终局之战更是看得我热血沸腾。
super力,看过,力荐,2019-04-27 17:20:55,34,"或许会有下一代的超级英雄，可我已经没有下一个青春了。
这绝对是漫威最伟大作品！你自认是天命，但我是钢铁侠！托尼再一次以凡人之驱，比肩神明。观影过程中影厅数次响起掌声，特别是那句“九头蛇万岁”，全场爆笑。最后英雄集结的史诗大战，足以留名影史，极其高能炫目，每次都能看到惊喜，这大概是身为漫威迷最幸福的事了。
美国锤神做梦也没想到有一天会对自己说“I can do this all day”，不过这一次他没有错过迟到几十年的约会。肉装雷神也承包了大部分笑点，勒保斯基的梗出自科恩兄弟的电影《谋杀绿脚趾》，调侃雷神和主角的外形相似。MCU把之前每一部电影都完美串联，遍地彩蛋，各种桥段嫁接只能用完美来形容，漫威真的是用心在做电影。
告别是一件很难的事，但早晚都得适应它。"
kopde,看过,力荐,2019-04-27 12:18:11,27,在另一个平行宇宙里，Loki还活得好好的。。
诸葛若见,看过,力荐,2019-04-24 18:18:36,23,你们有星战，他们有星际迷航，而我们有复联。壮烈如同史诗，让人热血沸腾。辉煌过后，总是落幕。复联是黑寡妇的家庭，是美队的梦想，是雷神的救赎，是钢铁侠的守护，是蜘蛛侠的爸爸。
猫苦艾。,看过,力荐,2019-04-24 02:58:35,35,漫威打造了自己的头号玩家，甚至场面更壮观。一会哈哈哈哈一会卧槽，这是最好的告别。下一个十年，星系级战力该是起步了吧。
detectiveeva,看过,还行,2019-04-24 13:37:03,27,你要说给1星吧，肯定招黑，最后乱战怎么也值2星。姑且三星吧。漫威这套电影使得近十年商业电影有了捷径。这时期又是国内娱乐生活的爆发期，也就是看电影的人多了。对所谓的英雄崇拜。对于我们从80-90年代看少年漫画和游戏长大的来说。无论人物还是剧情都没什么特色，无非看看特效。无剧情与所谓的情怀支撑起了系列。我也不是都不喜欢，博士和蚂蚁就很好看，人物命运的改变，比较具有戏剧性。内战也不错，美队有几段挺不错的。不过复联系列，杂糅个人经历的大排档，在我看来很正义联盟也差不多。我觉得有几部独立英雄电影更好看。黑寡妇的间谍，博士的魔法世界大战，蚁人对抗犯罪组织，如果能有续作，我会很开心的。
小瓣生🌈,看过,力荐,2019-04-24 12:36:49,17,"当我们抬头仰望那些星云诡谲尘土飞扬的战争奇观，差点都忘记了这些:他的每一次出发，都准备好将以凡人之躯去熄灭远征的战火；他的每一次执盾，都宣告着要以钢铁之心来承受百年的孤寂。天神之子召唤着雷电，唤不回至亲一次回眸；灵魂之巅手握着宝石，抓不住此生最后拥抱。
拂开金灿的光圈，归来的是那些来不及告别的面容；穿越量子的宇宙，却再也无法走到你的身边。纽约大战的旋转镜头再起，眼泪伴随着年轻的号角簌簌落下。
大雨滂沱的罪恶城市有人握住你的手，荒芜废墟的流浪地球有人守候着银河中你的方向，沧海桑田的光阴背后有人爱慕你一生的容颜，终局之战的新兴世界有人怀抱着你的爱继续前行。
这不是最完美的收官作品，这只是最深情的告别仪式。始终坚守自己、为爱全力以赴，这便是最好的人生，无须重头再来。"
汪金卫,看过,推荐,2019-04-24 08:37:04,17,一刷3D效果一般，二刷IMAX3D掌声欢呼声哭泣声此起彼伏气氛超棒。漫威这回先发了让各种CP粉尖叫鼓掌的大把官方糖，再催虐下漫威粉丝们的伤心泪水。作为商业片已远超预期。几部前作/前重要配角的重现设计非常出彩，在角色减少的前提下三小时高潮迭起节奏把控精准完成度极高。佩服罗素兄弟敢做敢为。“老猿挂印”是为了“新人要出头”。是复联1的延续、复联3的镜像，更是系列彻底圆满的分水岭。原来的归原来，往后的归往后。不过系列一贯缺点依旧：原始人打架般的战斗/事后诸葛马后炮/主角是否有不死光环只取决于官方强行设定/某些喜剧梗还是尴尬。最厉害的惊奇队长竟成最大酱油
依然,看过,力荐,2019-04-27 02:14:10,0,十年一梦
妙可中国,看过,推荐,2019-04-24 03:27:16,16,漫威有史以来最大的手笔和最高难度的剧本，情感的喷涌和英雄的收尾意料之外却又恰如其分，不愧于宣传所言的十年布局。其实只有这十年一部部看过来的人才能明白，全员集结的画面不仅是电影情节，对于我们这代九零后来说，那是一步步走过来的成长印记。ps：确实第一次凌晨在中国的电影院看到这么多待入场的观众，是啊无论漫威片多糖水无脑，可这个系列的确是属于我们这个年代的（星球大战）和（夺宝奇兵），再过二十年无数人会疯狂怀念这一晚，以及他们的青春。世界上不会再有第二个挥出热血之拳的史泰龙，就好像不会再有第二个刻骨铭心的唐尼jr。
草威,看过,力荐,2019-04-25 01:18:19,11,妈呀，这也太好看了吧。
YthguaN,看过,力荐,2019-04-24 03:22:26,8,铁人千古 漫威万岁
放开那个浪味仙,看过,推荐,2019-04-24 03:01:39,25,"Farewell,Avengers.一个时代结束了。"
寒枝雀静,看过,推荐,2019-04-24 19:51:42,15,B / 超低配《云图》×《头号玩家》的“元”MCU超英片。漫威用一种暴露其庞大文本运作机制的无耻方式，从颓废的虚无到崇高的战斗再重新建立起和平的轮回假像，全方位赤裸裸地炫耀了它作为虚假的消费符号如何将我俘获并用最后一镜轻描淡写地戳破这场“出窍”的梦境。仿佛空海最终找到了“无上密”，加菲最终潜入《银湖之底》，我似乎也意识到了自己观看的一片空洞不过是自己内心稚嫩的成长史，可是我到底长大了没有呢？
用户,是否看过,五星评分,评论时间,有用数,评论内容
仁忠🍖,看过,力荐,2019-04-25 18:07:01,3,全球首映！！谢谢漫威的生日礼物！！
教主,看过,力荐,2019-04-24 03:20:38,33,明知没有彩蛋，还是要等
我是国王,看过,推荐,2019-04-24 02:55:39,27,完结篇教会观众说再见就可以了。带点哲学意味的商业片无法抗拒。祝福三位片约到期的演员。ps小蜘蛛出现的时候响起了掌声，果然是最受欢迎的角色。
芥末蘸酱,看过,力荐,2019-04-24 05:37:50,18,要啥给啥，真·官方逼死同人。
正军,看过,还行,2019-04-25 08:39:39,23,灭霸死的时候竟然让我有些伤感？如果对妇联有感情，最好就把3当成终点，4像大学毕业时的合影时间。人在学校，可心早已不在。往往最值得回忆的竟然是大三那段回忆。灭霸就是我们主任。你个响指我的毕业证就没戏了……
Ou,看过,,2019-04-27 02:20:07,7,这片子几乎是个检索表，我觉得可以在Netflix上做个带超链接的版本，在不同人物时空穿越时可以点击进入以往漫威电影。Doctor Strange竖起食指的时候，不知怎么就想起了《影像之书》的手指。
无耻不混蛋,看过,推荐,2019-04-24 15:09:34,15,我觉的吧，挺着啤酒肚的锤哥，是最大亮点。一部电影，能做到，让全球影迷像过节一样，你说，这部电影，牛B不牛B？！
Luc,看过,还行,2019-04-24 03:17:52,18,用最笨拙的方式自我致敬，可是逻辑Bug让我夜不能眠。英雄集结总是来得太晚，至少证明了灭霸是个彻头彻尾的恶棍大Boss，“不要听他说什么，关键看他做什么”！
Ariana Grindr,看过,还行,2019-04-25 11:54:53,15,群英荟萃，萝卜开会。喂，物价局？
嘟嘟熊之父 🧸,看过,推荐,2019-04-25 22:50:35,14,钢铁侠双子，美国队长金牛，黑寡妇天秤，雷神白羊，绿巨人摩羯，鹰眼巨蟹，蚁人水瓶，浣熊处女，蜘蛛侠射手，惊奇队长狮子，星云双鱼，灭霸天蝎。好想看复仇者联盟集体参加一季Survivor。
陈矮,看过,还行,2019-04-25 01:51:27,21,1、量子领域、量子纠缠、灵魂宝石、平行时空…… 这些完全可以发展出崭新世界观的有趣设定全部丢掉，退行到无聊至极的“回到过去”梗，整一个“回顾漫威十年大彩蛋” ；2、阿灭干掉全宇宙半数生灵，其他星球的人在干嘛呢？坐等惊队救赎吗？不来围剿阿灭吗？没有，一个铁人就够了，为了情怀抛弃世界观合理性和戏剧想象力的典型操作；3、所有角色都沦为龙套，在头号玩家式的大混战里丢丢斧头打打手枪，就算完成这些人物的交代了吗？未来漫威的主角就是一个毫无性格、毫无设定、背后站着一群女权簇拥的惊奇队长了吗？收官之作可以继往，不用开来了吗？漫威宇宙结束了吗？4、第一次感到复仇者联盟更像是一个不怎么用心思考，只知道维持眼前伪善怀旧温情的右派保守主义蠢货，令我完全失去了对他们的共情，并为阿灭遗憾。一个时代终结，希望下一个能更有勇气
如小果,看过,力荐,2019-04-24 12:45:16,15,你们那么多人欺负我灭霸一个，算什么英雄好汉！
乐山小佛,看过,力荐,2019-04-24 22:44:25,11,意想不到的有史诗感。这十年，你可能经历了钢铁侠的少年得意，可能经历了美国队长的弄巧成拙，奇异博士的东山再起，黑豹的不堪回首，惊奇队长的无人问津。但是回头看，这些林林总总都变成了复仇者联盟4里的意义。俱往矣。
天马星,看过,还行,2019-04-25 15:40:40,12,超级英雄、电影主创和影迷观众完成了一场超大型告别会，英雄有了各自归宿，主创完成各自使命，影迷告别各自青春。欢笑也好，泪水也罢，在时间面前都混合成彼此心有灵犀的感动，复仇者联盟的最后一战不负众望。但是，抛开所有自我感动的情怀，在二刷《复仇者联盟4终局之战》之后，我发现我无法再对影片产生连接，我发现影片更像一个时长三小时的美剧，前期回顾+时空穿越+下回分解。我不得不佩服罗素兄弟的缜密设计，所有影迷想要的他们都做到了，甚至还隐藏不少惊喜，但也因此我能看到扣在影片上牢牢的枷锁。《复仇者联盟4终局之战》是一部合格的水准之上的作品，它给了角色与影迷最好的交代，但缺乏令人难以忘怀的电影之独立自由的灵魂。
旧书君,看过,推荐,2019-04-24 14:49:51,10,就像一部十年的电视剧完结，因为故事已经完全无法收拢，只能把重心转移到角色本身。让每个角色都拥有最完美的/注定的归宿。安东尼罗素客串的那一刻，我在问自己：你还喜欢罗素兄弟吗？那个以废柴联盟作为表达把《回到未来》奉为圭臬的罗素兄弟，现在把time travel以如此粗暴的方式作为最大谜底来交差，我心情很复杂。观影半途甚至以为，这个系列的收尾会更加科幻本质，不，更加美漫精神一些，把故事线肆意泼洒出去，最终形成一个【混沌又美丽】的图景（比如乔治马丁写的《局中变》）——最终还是发现，我对于罗素兄弟太高估了一些——又或者说对于漫威流水线的高压强度低估了一些。总之，这个HE是一份满意的影粉答卷。但仅限于此。
萝卜^^,看过,较差,2019-04-24 07:19:49,24,剧情乱七八糟，太多剧情杀
kis语,看过,力荐,2019-04-27 14:30:12,1,24号上午就去看了。说真的，抱着全员死亡的心情去看得我，还是看哭了。我的铁人和寡姐！！！！
SELVEN,看过,力荐,2019-04-24 06:58:33,13,87/100 非常大胆的突破了商业类型片的某种特定结构，这个选择对于这种级别的系列电影真的值得佩服的一件事。十年复联以这个故事结束也足以展现出漫威影业的极度耐心和深谋远虑，它不是简单的一个结束，而是一次意料之外又心服口服的全盘的回顾，十年前漫威为数亿观众创造了一个超现实世界，十年后他们又亲手将观众打回现实世界，感受超越超级英雄类型片的结束。复仇者联盟是我们这个时代的超级“星球大战”。
瓦力,看过,力荐,2019-04-24 04:05:50,37,泪别英雄的同时，别忘了那只老鼠，没有它，后面一切都是扯淡......这是一次串起此前多部电影情节点满情怀燃泪齐飞的严重粉丝向落幕，普通观众观影压力甚大，请尽可能重温之前的21部电影，尤其是《复仇者联盟》《雷神2》《美国队长2》《奇异博士》《银河护卫队》《复仇者联盟3》《蚁人2》... 文戏相当走心，但对于一个文戏占绝对比重的落幕片来说，本片的最后一战虽然很燃却有种达不到尽情释放的遗憾，许多英雄只是大景别里的一个模糊身影一闪而过，冲着罗素兄弟一贯的高水准动作戏去期待是会有些落差的 。9/10
叶枕,看过,力荐,2019-04-24 15:53:28,19,复联3是美国春晚，中国人民熟悉的男大奶子女大奶子老艺术家们给大家拜大年的话，复联4就是熬过午夜美国李谷一奶奶出来唱难忘今宵了，你能想象得到一切文化社交热议并且热爱都在此刻汇聚，包含中国全球首映、五个亿的预购、sns疯狂刷屏，包括首映后三点第二场依然爆满还起立鼓掌的赞誉。文化意义远大于电影本身的存在。
用户,是否看过,五星评分,评论时间,有用数,评论内容
何婊砸,看过,力荐,2019-04-24 16:48:42,10,千军万马，气吞山河，最后一战，誓死力搏！史上最佳超级英雄片！！！！！！！！！！先不剧透，那个谁谁我的那个谁竟然有出现啊啊我惊讶得椅子都坐烂了！！！！！Jeremy Renner的鹰眼痞帅痞帅到我融化了！！！！！Brie Larson的惊队在片里果然很美～真田广之叔也爆帅我的天！！自《哈利·波特》系列后，我们竟又要告别一个时代！十年无悔入漫威！感谢MCU的每一位演员！感谢Sebastian Stan感谢Scarlet Johnsson 感谢Chris Evans……感谢Stan Lee！Hail Hydra!!!!!!Hail MCU!!!!!
惘然,看过,推荐,2019-04-24 15:24:26,8,不能剧透对吧？那就是灰化肥挥发会发黑，黑化肥发灰会挥发。完毕。
春天情書,看过,较差,2019-04-24 18:14:11,18,典型的共犯—共感世界，以反類型來鞏固類型。鋼鐵俠的告別依舊是工整的神話敘事：他是不得不死的，一是因為真正的英雄在完成尋父歷程後（他的愛情也服務於尋父）便註定要以赴死來作真正的回歸，這是作為文本內最高價值物的情感也無法扭轉的。二是因為其實很多時候英雄還是依賴他者來書寫的，而有趣的是，這次結局不再是由區別於英雄的凡人來建構神話，而是由另一個英雄即奇異博士來直接推動（是同步的在場的，而不是修飾的限制的）這個英雄去犧牲并抽去他日常化的可能——但換個角度想，參與到這種推動的其實首先是觀眾（最需要他以死來成就自身乃至一切的其實是觀眾，這是為求最大的共情，也是為把漫威/觀眾的十年作一儀式性的描繪）。至於滅霸，他衹能被建構成被動的失語者以及鋼鐵俠的「他我」——這種一體兩面的設置讓類《守望者》的結尾再無可能。
低能钛合金,看过,推荐,2019-04-24 20:28:36,14,"【B+】
托尼遇见他爸，索尔遇见他妈，史蒂夫赶上了约会。
家庭的羁绊，爱情的缺憾，还有责任的使然。
在被真正触动的情感面前，那些逻辑上的种种瑕疵和令人腻烦的插科打诨竟然都可以被原谅。"
rzwawa,看过,还行,2019-04-24 23:52:00,23,就像是一场大餐最后的压轴甜点，努力满足所有需求，努力挽回所有遗憾，努力搅合所有想法。薄薄的糖壳裹着玻璃碴，玻璃碴盖不住剧情漏洞和人设矛盾，所有人物都留下了意难平，这电影凭什么拿到豆瓣9.1分？
Simon,看过,较差,2019-04-24 10:48:00,33,妇联4一如既往的弱智剧情，不知道多少人无脑跟风，我相信有人或许是感动了，但大部分在朋友圈刷文的都是跟风的，因为这部只有特效和好莱坞流量明星的商业片，网络上充斥着各种矫情做作的文章，看得令人生厌，真是散发恶浓烂臭，就电影本身而言，我不否认它的优秀的商业价值，但看不惯那些跟风舔的人
珍妮的肖像,看过,推荐,2019-04-24 20:11:22,7,是啊，可以说我来为烂片刷惆怅，当然还是坏人的失败，终结了一切故事，连复联组织也很难没有幻灭感吧。美国没有翘臀了，也没有彩蛋，也是要从扫地大姐嘴里不耐烦的说出来才是真的没有彩蛋。其实是终篇里有很多果，投掷给前这么多部的因。三个小时，的确有泪点和唏嘘。灯亮，观众丧如一地垃圾。
Browse_D_Romanc,看过,力荐,2019-04-24 01:04:29,22,陪跑十年 期待下一个十年
T.V.Zoe ி,看过,力荐,2019-04-24 02:58:30,11,事实证明我这种伪粉也会哭到爆  最好的复联 最好的结局  爱你们 三千遍
瞬间收藏家,看过,推荐,2019-04-27 18:17:42,0,据说杜伦大教堂在这部2333 快公映吧！2018-05-12想看 | 三小时的电影每个小时干了一件事，简直是掐表写的剧本😂 最喜欢新泽西一段，“hail hydra”笑哭，女角色集结一段意外。完成规定动作，各种前后呼应加分，前段略松散，高潮差口气。寡姐钢铁侠戳泪点，各位毕业快乐TUT PS 杜伦大教堂内景就是阿斯加德233
皮革业,看过,推荐,2019-04-24 13:31:04,10,已注射剧透疫苗。可以说，番位和剩余价值决定了结局的走向。被The Big Lebowski梗儿逗乐了，看完才想起来督爷本人是演过《钢铁侠》的，MCU的开山大反派。
路西法尔,看过,还行,2019-04-25 19:03:57,15,感觉终于从这个系列里解脱了。绿幕电影从根本上讲欠缺的并不是现实感或现实主义，而是欠缺阿甘本所说的将现实“提纯”过程，它从诞生起就是高度纯净的，全程亦受到精密的控制，尽管这样的效果美轮美奂，但我真的是受够了。
不良生,看过,推荐,2019-04-27 10:49:52,4,最后一次见面，他知晓她留在过去，她知晓他来自未来。她对他说，“每个人都无法成为理想中的自己，衡量一个人、一个英雄，要看他们是否成功做自己。”他们都做到了，足够。神明大厦坍圮，肉身成住坏空，既然我们终有一别，那就告别吧。正因参透生死，故而不再畏惧生死；正因看淡生死，故而才能从容赴死；正因这里有我们的一生所爱，故而依旧贪生怕死；正因我知道你知道我会死，故而才敢爱你三千次。
大清新,看过,力荐,2019-04-24 02:56:20,16,十万个为什么是托尼，我得重温多少遍钢铁侠复仇者联盟才能弥补这样的悲伤
方枪枪,看过,推荐,2019-04-25 00:49:22,11,心满意足，睡觉去了。千言万语一句话：爱过。
内有恶犬,看过,力荐,2019-04-24 03:09:18,11,系列连续剧最好的终章，在一片欢呼里哭得好大声，漫威要我命。
老罗Lazzaro,看过,推荐,2019-04-24 22:11:15,2,平衡每个关键角色战力，大战交锋酣畅淋漓，漫威真的很会戳影迷G点了。告别！
失控的小跳蛋！,看过,力荐,2019-04-25 01:49:20,12,又名：《被偷走的那五年》
头你别疼了星人,看过,还行,2019-04-24 18:34:55,13,好一场宇宙量子时空。。。橄榄球？？？
qw0aszx,看过,还行,2019-04-24 13:23:57,15,算是罗素超常发挥了吧 ★★★☆
